folio,fecha_creacion,hora_creacion,dia_semana,fecha_cierre,hora_cierre,tipo_incidente_c4,incidente_c4,alcaldia_inicio,codigo_cierre,clas_con_f_alarma,tipo_entrada,alcaldia_cierre,alcaldia_catalogo,colonia_catalogo,longitud,latitud
C5/20220810/01350,10/08/22,12:09:18,Miércoles,10/08/22,15:13:59,Accidente,Ciclista,GUSTAVO A. MADERO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,Aragon Inguaran,-99.10265305,19.46792415
C5/20220810/01353,10/08/22,12:09:36,Miércoles,10/08/22,18:33:57,Accidente,Ciclista,TLALPAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Miguel Hidalgo,-99.18839,19.28502
C5/20220810/00548,10/08/22,6:20:07,Miércoles,10/08/22,9:23:57,Accidente,Ciclista,COYOACAN,F,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Romero De Terreros,-99.17610688,19.3362075
C5/20220810/00620,10/08/22,7:20:48,Miércoles,10/08/22,10:23:57,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Hipodromo,-99.174456,19.40574
C5/20220810/02955,10/08/22,19:08:16,Miércoles,10/08/22,22:14:03,Accidente,Ciclista,COYOACAN,F,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Cantil Del Pedregal,-99.15798175,19.30220876
C5/20220810/03012,10/08/22,19:19:00,Miércoles,10/08/22,22:33:59,Accidente,Ciclista,COYOACAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Cantil Del Pedregal,-99.15643,19.30153
C5/20220810/02019,10/08/22,15:06:50,Miércoles,10/08/22,18:13:58,Accidente,Ciclista,VENUSTIANO CARRANZA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,Cuauhtémoc,Centro,-99.125767,19.424362
C5/20220811/02889,11/08/22,17:22:19,Jueves,11/08/22,20:24:06,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,San Pedro De Los Pinos,-99.18277184,19.39455471
C5/20220811/01375,11/08/22,11:20:02,Jueves,11/08/22,17:33:17,Accidente,Ciclista,COYOACAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Cafetales,-99.1109,19.31421
C5/20220811/01311,11/08/22,10:58:19,Jueves,11/08/22,14:04:03,Accidente,Ciclista,GUSTAVO A. MADERO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Venustiano Carranza,San Juan De Aragon Ii Seccion,-99.088224,19.447133
C5/20220811/01295,11/08/22,10:54:31,Jueves,11/08/22,14:04:01,Accidente,Ciclista,GUSTAVO A. MADERO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Venustiano Carranza,San Juan De Aragon Ii Seccion,-99.088224,19.447133
C5/20220811/00717,11/08/22,6:44:14,Jueves,11/08/22,9:53:59,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,RADIO,MIGUEL HIDALGO,Miguel Hidalgo,Tacuba,-99.188696,19.459593
C5/20220811/03678,11/08/22,20:17:34,Jueves,11/08/22,23:24:03,Accidente,Ciclista,TLAHUAC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,TLAHUAC,Tláhuac,Barrio San Juan,-99.0077141,19.2711073
C5/20220811/03332,11/08/22,19:11:46,Jueves,11/08/22,22:14:05,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Centro,-99.142503,19.424714
C5/20220811/03114,11/08/22,18:18:42,Jueves,11/08/22,21:44:01,Accidente,Ciclista,TLALPAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Belvedere Ajusco,-99.225795,19.271007
C5/20220811/02957,11/08/22,17:37:49,Jueves,11/08/22,20:44:03,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,El Paraiso,-99.0307257,19.3818058
C5/20220811/02691,11/08/22,16:35:42,Jueves,11/08/22,19:44:04,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,RADIO,BENITO JUAREZ,Benito Juárez,Letran Valle,-99.157741,19.373942
C5/20220811/02429,11/08/22,15:38:06,Jueves,11/08/22,18:44:02,Accidente,Ciclista,COYOACAN,A,URGENCIAS MEDICAS,RADIO,COYOACAN,Coyoacán,Pedregal De Santa Ursula,-99.15408042,19.31269092
C5/20220811/02285,11/08/22,15:02:17,Jueves,11/08/22,18:14:02,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,RADIO,IZTAPALAPA,Iztapalapa,Valle De San Lorenzo,-99.076419,19.298965
C5/20220811/03169,11/08/22,18:31:29,Jueves,11/08/22,21:34:06,Accidente,Ciclista,XOCHIMILCO,F,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,Xochimilco,Barrio La Guadalupita,-99.102518,19.266804
C2P/20220812/00058,12/08/22,14:51:26,Viernes,12/08/22,17:54:08,Accidente,Ciclista,MIGUEL HIDALGO,D,URGENCIAS MEDICAS,BOTÓN DE AUXILIO,MIGUEL HIDALGO,Miguel Hidalgo,Deportivo Pensil,-99.19999,19.4495
C5/20220812/04099,12/08/22,18:37:43,Viernes,12/08/22,21:44:07,Accidente,Ciclista,ALVARO OBREGON,F,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,Álvaro Obregón,Torres De Potrero,-99.24844,19.3283
C5/20220812/01414,12/08/22,9:23:31,Viernes,12/08/22,12:34:04,Accidente,Ciclista,ALVARO OBREGON,D,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,Álvaro Obregón,Puerta Grande,-99.2295608,19.3563929
C5/20220813/03026,13/08/22,12:40:47,Sábado,13/08/22,15:44:12,Accidente,Ciclista,COYOACAN,F,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Ciudad Universitaria,-99.186118,19.322415
C5/20220813/03350,13/08/22,13:43:36,Sábado,13/08/22,16:54:08,Accidente,Ciclista,VENUSTIANO CARRANZA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,Venustiano Carranza,7 De Julio,-99.11521453,19.43041546
C5/20220813/04840,13/08/22,18:50:30,Sábado,13/08/22,21:54:12,Accidente,Ciclista,AZCAPOTZALCO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,Barrio Nextengo,-99.1901842,19.476113
C5/20220813/05151,13/08/22,19:48:56,Sábado,13/08/22,22:54:14,Accidente,Ciclista,GUSTAVO A. MADERO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,Santa Isabel Tola,-99.11357913,19.49569904
C5/20220813/05198,13/08/22,19:58:37,Sábado,13/08/22,23:04:12,Accidente,Ciclista,GUSTAVO A. MADERO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,Santa Isabel Tola,-99.11047,19.50415
C5/20220813/04534,13/08/22,17:48:07,Sábado,13/08/22,20:54:12,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Centro,-99.1458378,19.4348891
C5/20220813/04535,13/08/22,17:48:12,Sábado,13/08/22,21:24:10,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,San Rafael,-99.165726,19.435426
C5/20220813/02151,13/08/22,8:51:40,Sábado,13/08/22,12:31:57,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Valle Gomez,-99.12716,19.4589
C5/20220813/02534,13/08/22,10:41:15,Sábado,13/08/22,13:44:10,Accidente,Ciclista,TLALPAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Lomas De Padierna,-99.226997,19.292987
C5/20220813/02632,13/08/22,11:07:19,Sábado,13/08/22,14:14:10,Accidente,Ciclista,TLALPAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Lomas De Padierna,-99.226997,19.292987
C5/20220813/02680,13/08/22,11:17:57,Sábado,13/08/22,14:24:09,Accidente,Ciclista,TLALPAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,TLALPAN,Tlalpan,Lomas De Padierna,-99.22691,19.29299
C5/20220814/00544,14/08/22,1:09:16,Domingo,14/08/22,4:44:17,Accidente,Ciclista,ALVARO OBREGON,A,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,Álvaro Obregón,Carlos A Madrazo,-99.245027,19.379794
C5/20220814/01876,14/08/22,4:35:37,Domingo,14/08/22,7:54:09,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Santa Maria La Ribera,-99.163512,19.449819
C5/20220814/02620,14/08/22,8:00:05,Domingo,14/08/22,11:04:10,Accidente,Ciclista,XOCHIMILCO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,Xochimilco,NA,-99.0979,19.22703
C5/20220814/02989,14/08/22,10:14:55,Domingo,14/08/22,13:24:10,Accidente,Ciclista,MIGUEL HIDALGO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Lomas De Chapultepec Vii Seccion,-99.22208,19.409333
C5/20220814/02968,14/08/22,10:08:12,Domingo,14/08/22,13:14:10,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Lomas De Chapultepec Vii Seccion,-99.22208,19.409333
C5/20220814/02695,14/08/22,8:25:12,Domingo,14/08/22,11:34:11,Accidente,Ciclista,XOCHIMILCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,Xochimilco,Pueblo San Lorenzo Atemoaya,-99.09721842,19.23178549
C5/20220814/02969,14/08/22,10:08:30,Domingo,14/08/22,13:14:10,Accidente,Ciclista,MIGUEL HIDALGO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Lomas De Chapultepec Vii Seccion,-99.22208,19.409333
C5/20220814/02974,14/08/22,10:08:26,Domingo,14/08/22,13:14:11,Accidente,Ciclista,MIGUEL HIDALGO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Lomas De Chapultepec Vii Seccion,-99.22214,19.40943
C5/20220814/03770,14/08/22,13:13:54,Domingo,14/08/22,16:24:09,Accidente,Ciclista,ALVARO OBREGON,A,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,Álvaro Obregón,Las Aguilas,-99.203622,19.355972
C5/20220814/05776,14/08/22,19:53:12,Domingo,14/08/22,23:04:11,Accidente,Ciclista,XOCHIMILCO,F,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,Xochimilco,San Lorenzo La Cebada,-99.1203,19.2783
C5/20220815/00969,15/08/22,6:40:39,Lunes,15/08/22,9:44:12,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Narvarte Oriente,-99.151195,19.392009
C5/20220815/03649,15/08/22,19:11:00,Lunes,15/08/22,22:14:15,Accidente,Ciclista,AZCAPOTZALCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,Pueblo Santo Domingo,-99.189311,19.485088
C5/20220815/02405,15/08/22,14:31:19,Lunes,15/08/22,17:44:13,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Doctores,-99.146126,19.42715
C5/20220815/03417,15/08/22,18:18:22,Lunes,15/08/22,21:24:15,Accidente,Ciclista,AZCAPOTZALCO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,San Rafael,-99.18869,19.48531
C5/20220815/03480,15/08/22,18:30:12,Lunes,15/08/22,21:34:15,Accidente,Ciclista,AZCAPOTZALCO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,San Rafael,-99.18885492,19.48503299
C5/20220815/01225,15/08/22,8:47:07,Lunes,15/08/22,11:54:12,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Lomas Estrella,-99.098195,19.319523
C5/20220815/04537,15/08/22,22:21:39,Lunes,16/08/22,1:34:12,Accidente,Ciclista,IZTACALCO,A,URGENCIAS MEDICAS,RADIO,IZTACALCO,Iztacalco,El Rodeo,-99.086072,19.394067
C2O/20220816/00320,16/08/22,20:04:19,Martes,16/08/22,23:24:19,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,BOTÓN DE AUXILIO,IZTAPALAPA,Iztapalapa,Lomas De Sta Cruz,-99.03623,19.32881
C5/20220816/02326,16/08/22,15:10:24,Martes,16/08/22,18:14:16,Accidente,Ciclista,CUAUHTEMOC,F,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Tabacalera,-99.153514,19.433731
C5/20220816/03545,16/08/22,20:04:03,Martes,16/08/22,23:14:17,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Desarrollo Urbano Quetzalcoatl,-99.03582,19.33008
C5/20220816/03537,16/08/22,20:02:58,Martes,16/08/22,23:24:15,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Unidad Vicente Guerrero,-99.048984,19.362253
C5/20220816/03166,16/08/22,18:30:18,Martes,16/08/22,21:34:18,Accidente,Ciclista,GUSTAVO A. MADERO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,Vallejo,-99.1261642,19.4652501
C5/20220816/03167,16/08/22,18:30:23,Martes,16/08/22,21:34:18,Accidente,Ciclista,GUSTAVO A. MADERO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,Vallejo,-99.12596,19.46591
C5/20220816/02747,16/08/22,16:47:11,Martes,16/08/22,19:54:17,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Hipodromo,-99.170552,19.41369
C5/20220816/02755,16/08/22,16:48:53,Martes,16/08/22,19:54:18,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Hipodromo,-99.170836,19.412782
C5/20220816/02740,16/08/22,16:45:39,Martes,16/08/22,19:54:16,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Hipodromo,-99.17009358,19.41414184
C5/20220816/02741,16/08/22,16:45:33,Martes,16/08/22,19:54:16,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Hipodromo,-99.170107,19.414289
C5/20220816/03533,16/08/22,20:03:44,Martes,16/08/22,23:14:15,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Lomas De Sta Cruz,-99.03557,19.3299
C5/20220816/03152,16/08/22,18:27:38,Martes,16/08/22,21:34:17,Accidente,Ciclista,GUSTAVO A. MADERO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,GUSTAVO A. MADERO,Gustavo A. Madero,Vallejo,-99.126364,19.46469
C5/20220816/04356,16/08/22,23:11:10,Martes,17/08/22,2:14:19,Accidente,Ciclista,AZCAPOTZALCO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,AZCAPOTZALCO,Azcapotzalco,Aldana,-99.14909,19.473244
C5/20220816/04460,16/08/22,23:44:06,Martes,17/08/22,5:24:16,Accidente,Ciclista,GUSTAVO A. MADERO,A,URGENCIAS MEDICAS,RADIO,GUSTAVO A. MADERO,Gustavo A. Madero,Lindavista Norte,-99.13193752,19.49849444
C5/20220817/01235,17/08/22,9:26:41,Miércoles,17/08/22,12:34:20,Accidente,Ciclista,COYOACAN,D,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Ajusco,-99.164145,19.316863
C5/20220817/01231,17/08/22,9:25:04,Miércoles,17/08/22,12:34:19,Accidente,Ciclista,COYOACAN,A,URGENCIAS MEDICAS,LLAMADA DEL 911,COYOACAN,Coyoacán,Ajusco,-99.164145,19.316863
C5/20220817/01387,17/08/22,10:15:16,Miércoles,17/08/22,13:24:18,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Hipodromo,-99.170596,19.401774
C5/20220817/02739,17/08/22,15:52:16,Miércoles,17/08/22,19:44:18,Accidente,Ciclista,MILPA ALTA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,MILPA ALTA,Milpa Alta,NA,-99.00006,19.1994
C5/20220817/02327,17/08/22,14:14:10,Miércoles,17/08/22,17:24:19,Accidente,Ciclista,XOCHIMILCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,Xochimilco,NA,-99.087659,19.304682
C5/20220817/02333,17/08/22,14:16:54,Miércoles,17/08/22,17:24:20,Accidente,Ciclista,XOCHIMILCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,Xochimilco,NA,-99.09308459,19.29899048
C5/20220817/01829,17/08/22,12:12:11,Miércoles,17/08/22,15:24:19,Accidente,Ciclista,BENITO JUAREZ,A,URGENCIAS MEDICAS,RADIO,BENITO JUAREZ,Benito Juárez,Credito Constructor,-99.18186376,19.36426853
C5/20220817/01741,17/08/22,11:55:18,Miércoles,17/08/22,15:04:19,Accidente,Ciclista,CUAUHTEMOC,A,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,San Rafael,-99.15677154,19.43999354
C5/20220817/02162,17/08/22,13:41:59,Miércoles,17/08/22,16:44:21,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,RADIO,MIGUEL HIDALGO,Miguel Hidalgo,Granada,-99.200786,19.440525
C5/20220817/03233,17/08/22,17:38:36,Miércoles,17/08/22,20:44:21,Accidente,Ciclista,XOCHIMILCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,Xochimilco,Pueblo San Luis Tlaxialtemalco,-99.03102,19.25993
C5/20220817/02790,17/08/22,16:03:00,Miércoles,17/08/22,19:14:19,Accidente,Ciclista,IZTAPALAPA,F,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Central De Abasto,-99.09349295,19.3794825
C5/20220818/00719,18/08/22,6:58:40,Jueves,18/08/22,10:04:23,Accidente,Ciclista,VENUSTIANO CARRANZA,F,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,Venustiano Carranza,Aviacion Civil,-99.07834,19.41724
C5/20220817/04167,17/08/22,21:25:02,Miércoles,18/08/22,0:34:22,Accidente,Ciclista,BENITO JUAREZ,D,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,General Pedro Ma Anaya,-99.15326,19.35784
C5/20220818/01123,18/08/22,9:11:42,Jueves,18/08/22,12:14:25,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Polanco V Seccion,-99.189766,19.430341
C5/20220818/01049,18/08/22,8:49:41,Jueves,18/08/22,11:54:24,Accidente,Ciclista,BENITO JUAREZ,F,URGENCIAS MEDICAS,LLAMADA DEL 911,BENITO JUAREZ,Benito Juárez,Del Valle Sur,-99.17250888,19.37292417
C5/20220818/04493,18/08/22,22:14:28,Jueves,19/08/22,1:24:27,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Nextitla,-99.175396,19.454374
C2O/20220819/00266,19/08/22,19:14:45,Viernes,19/08/22,22:24:29,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,RADIO,IZTAPALAPA,Iztapalapa,Santa Martha Acatitla Norte,-99.01323484,19.37456633
C5/20220819/01452,19/08/22,11:37:22,Viernes,19/08/22,14:44:29,Accidente,Ciclista,CUAUHTEMOC,D,URGENCIAS MEDICAS,LLAMADA DEL 911,CUAUHTEMOC,Cuauhtémoc,Roma Norte,-99.154209,19.419346
C5/20220819/00984,19/08/22,8:57:00,Viernes,19/08/22,12:04:29,Accidente,Ciclista,XOCHIMILCO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,Xochimilco,Pueblo San Jose Zacatepec,-99.123003,19.244867
C5/20220819/00999,19/08/22,8:59:49,Viernes,19/08/22,12:04:31,Accidente,Ciclista,XOCHIMILCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,Xochimilco,Pueblo San Jose Zacatepec,-99.123003,19.244867
C5/20220819/00992,19/08/22,8:58:47,Viernes,19/08/22,12:04:30,Accidente,Ciclista,XOCHIMILCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,Xochimilco,Pueblo Santiago Tepalcatlalpan,-99.12289,19.245195
C5/20220819/00989,19/08/22,8:58:22,Viernes,19/08/22,12:04:30,Accidente,Ciclista,XOCHIMILCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,Xochimilco,Pueblo Santiago Tepalcatlalpan,-99.12289,19.245195
C5/20220819/01041,19/08/22,9:18:41,Viernes,19/08/22,12:24:29,Accidente,Ciclista,XOCHIMILCO,D,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,Xochimilco,Pueblo Santiago Tepalcatlalpan,-99.12284235,19.24516727
C5/20220819/02630,19/08/22,16:35:34,Viernes,19/08/22,19:44:29,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Ejercito De Agua Prieta,-99.0382627,19.3682547
C5/20220819/02992,19/08/22,18:09:03,Viernes,19/08/22,21:14:31,Accidente,Ciclista,MIGUEL HIDALGO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,MIGUEL HIDALGO,Miguel Hidalgo,Un Hogar Para Nosotros,-99.1674,19.4447
C5/20220819/03222,19/08/22,18:56:58,Viernes,19/08/22,22:04:31,Accidente,Ciclista,IZTAPALAPA,F,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Santa Martha Acatitla Norte,-99.013118,19.374505
C5/20220819/03302,19/08/22,19:11:47,Viernes,19/08/22,22:14:32,Accidente,Ciclista,IZTACALCO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTACALCO,Iztacalco,Carlos Zapata Vela,-99.095237,19.384429
C2P/20220820/00069,20/08/22,14:05:13,Sábado,20/08/22,17:14:30,Accidente,Ciclista,ALVARO OBREGON,D,URGENCIAS MEDICAS,BOTÓN DE AUXILIO,ALVARO OBREGON,Álvaro Obregón,San Angel,-99.18906,19.34365
C5/20220820/04266,20/08/22,18:44:14,Sábado,20/08/22,21:54:30,Accidente,Ciclista,IZTAPALAPA,F,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Progresista,-99.061762,19.360062
C5/20220820/02996,20/08/22,14:03:30,Sábado,20/08/22,17:14:29,Accidente,Ciclista,ALVARO OBREGON,A,URGENCIAS MEDICAS,LLAMADA DEL 911,ALVARO OBREGON,Álvaro Obregón,San Angel,-99.189369,19.342847
C5/20220820/00103,20/08/22,0:14:06,Sábado,20/08/22,3:24:29,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Dr Alfonso Ortiz Tirado,-99.083321,19.38561
C5/20220819/04771,19/08/22,23:55:47,Viernes,20/08/22,3:04:31,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Dr Alfonso Ortiz Tirado,-99.0834264,19.3844505
C5/20220819/04608,19/08/22,23:30:03,Viernes,20/08/22,3:14:32,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Valle Del Sur,-99.115508,19.347187
C5/20220819/04072,19/08/22,21:55:32,Viernes,20/08/22,1:04:30,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Ampliacion Los Reyes,-99.1027601,19.3452379
C5/20220820/03271,20/08/22,15:05:18,Sábado,20/08/22,18:14:31,Accidente,Ciclista,XOCHIMILCO,F,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,Xochimilco,Pueblo San Gregorio Atlapulco,-99.055203,19.249495
C5/20220820/04536,20/08/22,19:40:33,Sábado,20/08/22,22:44:36,Accidente,Ciclista,VENUSTIANO CARRANZA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,VENUSTIANO CARRANZA,Venustiano Carranza,General Ignacio Zaragoza,-99.099351,19.421623
C5/20220820/05151,20/08/22,21:32:34,Sábado,21/08/22,0:34:35,Accidente,Ciclista,TLAHUAC,F,URGENCIAS MEDICAS,LLAMADA DEL 911,TLAHUAC,Tláhuac,NA,-98.993145,19.264312
C5/20220821/03998,21/08/22,15:25:47,Domingo,21/08/22,18:34:32,Accidente,Ciclista,XOCHIMILCO,A,URGENCIAS MEDICAS,LLAMADA DEL 911,XOCHIMILCO,Xochimilco,Ampliacion Tepepan,-99.1333442,19.26153978
C5/20220820/05161,20/08/22,21:34:09,Sábado,21/08/22,0:44:30,Accidente,Ciclista,IZTAPALAPA,D,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Chinampac De Juarez,-99.052393,19.373919
C5/20220820/05150,20/08/22,21:32:25,Sábado,21/08/22,0:54:32,Accidente,Ciclista,IZTAPALAPA,A,URGENCIAS MEDICAS,LLAMADA DEL 911,IZTAPALAPA,Iztapalapa,Chinampac De Juarez,-99.05910547,19.37632398
